PLAYER,POS_CFB,YEAR_RECRUITED,RNK_RECRUITED,STAR,247_SCORE,COLLEGE_CFB,HOME_CITY,HOME_STATE,LAT,LNG,YEAR_DRAFTED,DRAFT_RND,DRAFT_PICK,NFL_TEAM,POS_NFL,COLLEGE_NFL
Forrest Lamp,OT,2012,2053,2,0.7788,Western Kentucky,Venice,FL,27.0998708,-82.4544132,2017,2,38,LAC,G,Western Kentucky
Josh Forrest,WR,2011,996,3,0.8346,Kentucky,Paducah,KY,37.0833893,-88.6000478,2016,6,190,LAR,ILB,Kentucky
Dee Milliner,CB,2010,14,5,0.9932,Alabama,Millbrook,AL,32.4798575,-86.3619163,2013,1,9,NYJ,DB,Alabama
C.J. Fiedorowicz,TE,2010,62,4,0.9694,Iowa,Mchenry,IL,42.3294391,-88.4605713,2014,3,65,HOU,TE,Iowa
Shane Ray,WDE,2011,326,3,0.8807,Missouri,Mission,KS,39.0277832,-94.6557914,2015,1,23,DEN,DE,Missouri
Tyler Boyd,ATH,2011,1957,2,0.7667,N/A,Daingerfield,TX,33.031793,-94.7218731,2016,2,55,CIN,WR,Pittsburgh
Tharold Simon,ATH,2010,122,4,0.9424,LSU,Eunice,LA,30.4943669,-92.4176324,2013,5,138,SEA,DB,LSU
Marquis Flowers,S,2010,154,4,0.9316,Arizona,Goodyear,AZ,33.4001695,-112.4572235,2014,6,212,CIN,LB,Arizona
Ed Reynolds,S,2010,974,3,0.8542,Stanford,Woodberry Forest,VA,35.1668118,-80.7514585,2014,5,162,PHI,DB,Stanford
C.J. Prosise,S,2012,365,4,0.8915,Notre Dame,Woodberry Forest,VA,35.1668118,-80.7514585,2016,3,90,SEA,RB,Notre Dame
Kony Ealy,WDE,2010,217,4,0.9156,Missouri,New Madrid,MO,36.5749606,-89.6780945,2014,2,60,CAR,DE,Missouri
Josh Furman,ATH,2010,255,4,0.9049,Michigan,Millersville,MD,39.0595542,-76.6480219,2015,7,252,DEN,DB,Oklahoma State
Andrew Donnal,OT,2010,259,4,0.9041,Iowa,Monclova,OH,41.5586632,-83.7329931,2015,4,119,STL,T,Iowa
Kareem Martin,WDE,2010,284,4,0.8997,North Carolina,Roanoke Rapids,NC,36.4615395,-77.6541464,2014,3,84,ARI,DE,North Carolina
DaQuan Jones,DT,2010,314,4,0.8938,Penn State,Johnson City,NY,42.1156308,-75.9588092,2014,4,112,TEN,DT,Penn State
Joe Kruger,WDE,2010,553,3,0.8701,Utah,Pleasant Grove,UT,40.3641184,-111.73854,2013,7,212,PHI,DE,Utah
Beau Allen,DT,2010,417,3,0.8801,Wisconsin,Minnetonka,MN,44.9127229,-93.499059,2014,7,224,PHI,DT,Wisconsin
Bashaud Breeland,S,2010,452,3,0.8774,Clemson,Fairfax,SC,32.9585379,-81.2372124,2014,4,102,WAS,DB,Clemson
Keith Mumphery,ATH,2010,483,3,0.8764,Michigan State,Vienna,GA,32.0913402,-83.7964675,2015,5,175,HOU,WR,Michigan State
Bennett Jackson,WR,2010,523,3,0.8733,Notre Dame,Hazlet,NJ,40.4156635,-74.1909769,2014,6,187,NYG,DB,Notre Dame
E.J. Gaines,CB,2010,557,3,0.8701,Missouri,Independence,MO,39.0911161,-94.4155068,2014,6,188,STL,DB,Missouri
Brandon Scherff,OT,2010,577,3,0.8701,Iowa,Denison,IA,42.0177658,-95.3552757,2015,1,5,WAS,T,Iowa
Derron Smith,CB,2010,711,3,0.8639,Fresno State,Banning,CA,33.9255685,-116.875289,2015,6,197,CIN,FS,Fresno State
Todd Gurley,RB,2012,73,4,0.9654,Georgia,Tarboro,NC,35.8968236,-77.5358049,2015,1,10,STL,RB,Georgia
Vic Beasley,TE,2010,722,3,0.8622,Clemson,Adairsville,GA,34.3687021,-84.9341093,2015,1,8,ATL,OLB,Clemson
Max Valles,ATH,2012,1018,3,0.8408,Virginia,Hammonton,NJ,39.6365056,-74.8023853,2015,6,179,OAK,OLB,Virginia
Jordan White,DT,2010,2227,2,0.7667,Florida International,Williston,FL,29.3880028,-82.4481694,2012,7,244,NYJ,WR,Western Michigan
Jamil Douglas,OT,2010,1082,3,0.851,Arizona State,Cypress,CA,33.8248235,-118.0399368,2015,4,114,MIA,G,Arizona State
Eddie Williams,ATH,2012,17,5,0.991,Alabama,Panama City Beach,FL,30.1765914,-85.8054879,2009,7,221,WAS,RB,Idaho
Mario Alford,ATH,2011,1935,2,0.7667,N/A,Greenville,GA,33.0287373,-84.7129848,2015,7,238,CIN,WR,West Virginia
Tre' Jackson,DT,2011,643,3,0.8546,Florida State,Jesup,GA,31.6074365,-81.8853924,2015,4,111,NWE,G,Florida State
Anthony Hitchens,OLB,2010,1559,3,0.8306,Iowa,Lorain,OH,41.2633554,-82.1734746,2014,4,119,DAL,LB,Iowa
Le'Veon Bell,RB,2010,1714,3,0.8149,Michigan State,Groveport,OH,39.8522449,-82.8868636,2013,2,48,PIT,RB,Michigan State
Leterrius Walton,OT,2010,2084,2,0.7889,Central Michigan,Clinton Township,MI,42.58484,-82.93482458,2015,6,199,PIT,DT,Central Michigan
Dean Lowry,WDE,2012,794,3,0.8558,Northwestern,Rockford,IL,42.2713945,-89.093966,2016,4,137,GNB,DE,Northwestern
Parker Ehinger,OT,2011,1420,3,0.8042,Cincinnati,Rockford,MI,43.119721,-85.559604,2016,4,105,KAN,G,Cincinnati
Jeremy Clark,S,2012,579,3,0.8733,Michigan,Madisonville,KY,37.3280037,-87.4986989,2017,6,197,NYJ,CB,Michigan
Akeem King,WR,2010,2190,2,0.7667,San Jose State,Nipomo,CA,35.0358216,-120.4964189,2015,7,249,ATL,DB,San Jose State
Cody Wichmann,TE,2010,2216,2,0.7667,Fresno State,Mariposa,CA,37.570148,-119.9036592,2015,6,215,STL,G,Fresno State
Kristjan Sokoli,WDE,2010,2230,2,0.7667,Buffalo,Bloomfield,NJ,40.806767,-74.1854226,2015,6,214,SEA,DT,Buffalo
Ty Sambrailo,OT,2010,2382,2,0.7628,Colorado State,Watsonville,CA,36.887168,-121.7854466,2015,2,59,DEN,T,Colorado State
Cody Whitehair,OT,2011,1171,3,0.823,Kansas State,Abilene,KS,38.917252,-97.21377,2016,2,56,CHI,G,Kansas State
Stephon Tuitt,SDE,2011,31,4,0.9824,Notre Dame,Monroe,GA,33.0142344,-83.9044159,2014,2,46,PIT,DE,Notre Dame
Austin Seferian-Jenkins,TE,2011,41,4,0.9765,Washington,Gig Harbor,WA,47.3259697,-122.5878659,2014,2,38,TAM,TE,Washington
Ben Koyack,TE,2011,42,4,0.9765,Notre Dame,Oil City,PA,41.433948,-79.706441,2015,7,229,JAX,TE,Notre Dame
Jordan Phillips,DT,2011,47,4,0.974,Oklahoma,Towanda,KS,37.797517,-96.999758,2015,2,52,MIA,NT,Oklahoma
Evan Spencer,WR,2011,162,4,0.9243,Ohio State,Vernon Hills,IL,42.2204892,-87.9803604,2015,6,187,WAS,WR,Ohio State
Brandon Shell,OT,2011,96,4,0.9526,South Carolina,Goose Creek,SC,32.9961038,-80.0387292,2016,5,158,NYJ,T,South Carolina
Donte Moncrief,WR,2011,133,4,0.9349,Mississippi,Raleigh,MS,32.033488,-89.5222911,2014,3,90,IND,WR,Mississippi
Anthony Zettel,SDE,2011,136,4,0.9339,Penn State,West Branch,MI,44.276408,-84.238613,2016,6,202,DET,DT,Penn State
Jordan Jenkins,WDE,2012,34,5,0.9845,Georgia,Hamilton,GA,32.7579107,-84.8749311,2016,3,83,NYJ,OLB,Georgia
Austin Blythe,OG,2011,248,4,0.8987,Iowa,Williamsburg,IA,41.661228,-92.0095064,2016,7,248,IND,C,Iowa
KeiVarae Russell,APB,2012,144,4,0.9403,Notre Dame,Everett,WA,47.9673056,-122.2013998,2016,3,74,KAN,CB,Notre Dame
Angelo Blackson,DT,2011,359,3,0.8759,Auburn,Bear,DE,39.6292788,-75.6582628,2015,4,100,TEN,DT,Auburn
Brandin Cooks,WR,2011,371,3,0.8746,Oregon State,Lincoln,CA,38.8598295,-121.3423921,2014,1,20,NOR,WR,Oregon State
Jerell Adams,WDE,2011,390,3,0.8724,South Carolina,Summerton,SC,33.6082935,-80.3511603,2016,6,184,NYG,TE,South Carolina
Taiwan Jones,OLB,2011,447,3,0.8665,Michigan State,Fair Haven,MI,42.6791996,-82.653803,2011,4,125,OAK,RB,Eastern Washington
Emmanuel Ogbah,SDE,2012,696,3,0.8646,Oklahoma State,Richmond,TX,29.5821811,-95.7607832,2016,2,32,CLE,DE,Oklahoma State
Dak Prescott,DUAL,2011,601,3,0.8569,Mississippi State,Haughton,LA,32.5326514,-93.5040627,2016,4,135,DAL,QB,Mississippi State
Joe Walker,WR,2012,2670,2,0.7481,Army,Mcdonough,GA,33.4473361,-84.1468616,2016,7,251,PHI,ILB,Oregon
Richard Rodgers,TE,2011,700,3,0.8515,California,Shrewsbury,MA,42.29709,-71.7139338,2014,3,98,GNB,TE,California
Jordan Morgan,S,2011,848,3,0.8431,California,Lakeside,AZ,34.154488,-109.9734405,2017,5,147,CHI,G,Kutztown Pennsylvania
Shilique Calhoun,SDE,2011,921,3,0.8388,Michigan State,Middletown,NJ,40.9159321,-74.51349,2016,3,75,OAK,DE,Michigan State
Fahn Cooper,OT,2011,2359,2,0.7333,Bowling Green,Crystal Lake,IL,42.2411344,-88.3161965,2016,5,174,SFO,T,Mississippi
B.J. Goodson,ILB,2011,1143,3,0.8258,Clemson,Lamar,SC,34.1690224,-80.0625149,2016,4,109,NYG,OLB,Clemson
Connor McGovern,OG,2011,1181,3,0.8221,Missouri,Fargo,ND,46.877229,-96.789821,2016,5,144,DEN,G,Missouri
Benardrick McKinney,ATH,2011,1200,3,0.8209,Mississippi State,Tunica,MS,34.6845455,-90.382877,2015,2,43,HOU,ILB,Mississippi State
Travis Feeney,S,2011,1214,3,0.819,Washington,Pinole,CA,38.0043667,-122.2988587,2016,6,220,PIT,OLB,Washington
Will Holden,OT,2012,923,3,0.8464,Vanderbilt,Green Cove Springs,FL,29.9919085,-81.6781467,2017,5,157,ARI,T,Vanderbilt
Paxton Lynch,PRO,2012,1894,2,0.7898,Memphis,Deltona,FL,28.9005446,-81.2636738,2016,1,26,DEN,QB,Memphis
Cory James,OLB,2011,2049,2,0.7593,Colorado State,Del Rio,TX,29.3627296,-100.896761,2016,6,194,OAK,OLB,Colorado State
Christian Covington,DT,2011,1735,2,0.7699,Rice,North Vancouver,BC,49.321542,-123.074341,2015,6,216,HOU,DT,Rice
Jerald Hawkins,OT,2012,350,4,0.8935,LSU,Baldwin,LA,30.5677527,-87.7324392,2016,4,123,PIT,T,LSU
Chase Roullier,OG,2012,1926,2,0.7881,Wyoming,Burnsville,MN,44.7677424,-93.2777226,2017,6,199,WAS,C,Wyoming
Isaac Seumalo,OG,2012,28,5,0.9876,Oregon State,Corvallis,OR,44.5645659,-123.2620435,2016,3,79,PHI,G,Oregon State
Devin Fuller,ATH,2012,39,4,0.9812,UCLA,Westwood,NJ,40.9912087,-74.0326395,2016,7,238,ATL,WR,UCLA
Carlos Watkins,DT,2012,71,4,0.9666,Clemson,Forest City,NC,35.3340108,-81.8651028,2017,4,142,HOU,DT,Clemson
Ricardo Louis,WR,2012,148,4,0.9393,Auburn,Miami Beach,FL,25.7881436,-80.1272705,2016,4,114,CLE,WR,Auburn
David Reed,OLB,2012,2751,2,0.7398,Western Michigan,Miami Beach,FL,25.7881436,-80.1272705,2010,5,156,BAL,WR,Utah
Vince Biegel,OLB,2012,150,4,0.9388,Wisconsin,Wisconsin Rapids,WI,44.3917589,-89.8228767,2017,4,108,GNB,LB,Wisconsin
Taylor Decker,OT,2012,163,4,0.9326,Ohio State,Vandalia,OH,39.8906122,-84.1988308,2016,1,16,DET,T,Ohio State
Adrian Colbert,S,2012,165,4,0.9324,Texas,Mineral Wells,TX,32.8084605,-98.1128223,2017,7,229,SFO,DB,Miami
Vernon Butler,SDE,2012,1835,2,0.7925,Louisiana Tech,Summit,MS,39.8972225,-96.3475126,2016,1,30,CAR,DT,Louisiana Tech
Joey Hunt,OC,2012,506,3,0.8782,TCU,El Campo,TX,29.1966405,-96.2696867,2016,6,215,SEA,C,TCU
Kenneth Dixon,RB,2012,912,3,0.8472,Louisiana Tech,Strong,AR,33.1076282,-92.334864,2016,4,134,BAL,RB,Louisiana Tech
Maxx Williams,TE,2012,1056,3,0.8388,Minnesota,Waconia,MN,44.8507957,-93.7869088,2015,2,55,BAL,TE,Minnesota
Dede Westbrook,WR,2012,1196,3,0.8312,Texas State,Cameron,TX,30.8532454,-96.9769304,2017,4,110,JAX,WR,Oklahoma
Obi Melifonwu,S,2012,1377,3,0.8188,Connecticut,Grafton,MA,42.2070392,-71.6856237,2017,2,56,OAK,S,Connecticut
Justin Simmons,S,2012,1443,3,0.8154,Boston College,Stuart,FL,27.197983,-80.2519175,2016,3,98,DEN,FS,Boston College
Tyrone Holmes,SDE,2012,1498,3,0.812,Montana,Eagle Point,OR,42.472626,-122.802818,2016,6,181,JAX,OLB,Montana
Nick Vigil,APB,2012,1617,3,0.8062,Utah State,Ogden,UT,41.2230048,-111.9738429,2016,3,87,CIN,ILB,Utah State
Adam Gotsis,OT,2012,1677,3,0.8025,Georgia Tech,Abbotsford,BC,49.05227,-122.330017,2016,2,63,DEN,DT,Georgia Tech
Taylor Moton,OT,2012,2426,2,0.7643,Western Michigan,Okemos,MI,42.721839,-84.428183,2017,2,64,CAR,G,Western Michigan
Darius Jackson,S,2012,2687,2,0.7481,Eastern Michigan,Sparta,IL,38.1231053,-89.7017658,2016,6,216,DAL,RB,Eastern Michigan
Brandon Brooks,OT,2007,559,3,0.8556,Miami (OH),Milwaukee,WI,43.0349931,-87.922497,2012,3,76,HOU,G,Miami (OH)
Matt Jones,ATH,2012,159,4,0.9347,Florida,Seffner,FL,27.9836329,-82.2756468,2015,3,95,WAS,RB,Florida
Steven Daniels,ILB,2012,858,3,0.851,Boston College,Cincinnati,OH,39.1014537,-84.5124602,2016,7,232,WAS,ILB,Boston College
Malcolm Mitchell,ATH,2011,33,4,0.981,Georgia,Valdosta,GA,30.8327022,-83.2784851,2016,4,112,NWE,WR,Georgia
Geno Smith,DUAL,2009,100,4,0.954,West Virginia,Hollywood,FL,26.0112014,-80.1494901,2013,2,39,NYJ,QB,West Virginia
Jonathan Williams,RB,2012,179,4,0.9276,Arkansas,Allen,TX,33.1031744,-96.6705503,2016,5,156,BUF,RB,Arkansas
Ryan Williams,RB,2008,40,4,0.9787,Virginia Tech,Manassas,VA,38.744947,-77.48244423,2011,2,38,ARI,RB,Virginia Tech
Josh Robinson,RB,2011,956,3,0.8366,Mississippi State,Franklinton,LA,30.8471283,-90.153141,2015,6,205,IND,RB,Mississippi State
James White,RB,2010,511,3,0.8733,Wisconsin,Fort Lauderdale,FL,26.1223084,-80.1433786,2014,4,130,NWE,RB,Wisconsin
Jamar Taylor,CB,2008,960,3,0.8333,Boise State,La Mesa,CA,32.7678288,-117.0230839,2013,2,54,MIA,DB,Boise State
Andrew Jackson,ILB,2010,2056,2,0.7889,Western Kentucky,Lakeland,FL,28.0394654,-81.9498042,2014,6,203,IND,LB,Western Kentucky
James Wright,WR,2010,321,4,0.8938,LSU,Belle Chasse,LA,29.8549287,-89.9906253,2014,7,239,CIN,WR,LSU
Steve Williams,CB,2009,136,4,0.9369,California,Dallas,TX,32.7762719,-96.7968559,2013,5,145,SDG,DB,California
Mike Davis,RB,2012,47,4,0.9772,South Carolina,Stone Mountain,GA,33.8062166,-84.1457505,2015,4,126,SFO,RB,South Carolina
Nick Martin,OG,2011,529,3,0.861,Notre Dame,Indianapolis,IN,39.7683331,-86.1583502,2016,2,50,HOU,G,Notre Dame
Anthony Davis,OT,2007,55,4,0.976,Rutgers,Piscataway,NJ,40.5462553,-74.4660408,2010,1,11,SFO,T,Rutgers
Anthony Brown,ATH,2012,1315,3,0.8224,Purdue,Tampa,FL,27.9477595,-82.458444,2016,6,189,DAL,CB,Purdue
Nick Perry,WDE,2008,60,4,0.9713,USC,Detroit,MI,42.3486635,-83.0567375,2012,1,28,GNB,DE,USC
Ryan Grant,WR,2009,1727,2,0.7889,Tulane,Beaumont,TX,30.0860459,-94.1018461,2014,5,142,WAS,WR,Tulane
Derrick Morgan,SDE,2007,72,4,0.9655,Georgia Tech,Coatesville,PA,39.9831616,-75.8238355,2010,1,16,TEN,DE,Georgia Tech
Marcus Gilchrist,CB,2007,80,4,0.9596,Clemson,High Point,NC,35.5867763,-82.6479068,2011,2,50,SDG,DB,Clemson
Jeremy Hill,RB,2012,316,4,0.8994,LSU,Baton Rouge,LA,30.4507462,-91.154551,2014,2,55,CIN,RB,LSU
Michael Thomas,WR,2011,765,3,0.8477,Ohio State,Woodland Hills,CA,34.1683386,-118.6059197,2016,2,47,NOR,WR,Ohio State
Kevin Johnson,CB,2010,1579,3,0.8288,Wake Forest,Clarksville,MD,39.2065447,-76.9429182,2015,1,16,HOU,CB,Wake Forest
Michael Sam,WDE,2009,1177,3,0.8368,Missouri,Hitchcock,TX,29.3482905,-95.0160368,2014,7,249,STL,DE,Missouri
Xavier Rhodes,WR,2009,897,3,0.8525,Florida State,Miami,FL,25.7742658,-80.1936589,2013,1,25,MIN,DB,Florida State
Phillip Thomas,S,2007,1816,2,0.7444,Fresno State,Bakersfield,CA,35.3738712,-119.0194639,2013,4,119,WAS,DB,Fresno State
Brandon Taylor,S,2008,168,4,0.9249,LSU,Franklinton,LA,30.8471283,-90.153141,2012,3,73,SDG,DB,LSU
Michael Williams,TE,2008,208,4,0.9124,Alabama,Reform,AL,33.378451,-88.0153008,2013,7,211,DET,TE,Alabama
Chris Jones,DT,2009,2126,2,0.7444,Bowling Green,Brownsburg,IN,39.8433769,-86.3977736,2013,6,198,HOU,DT,Bowling Green
Aaron Williams,CB,2008,98,4,0.9517,Texas,Austin,TX,30.2711286,-97.7436995,2011,2,34,BUF,DB,Texas
Ryan Murphy,S,2010,1456,3,0.8333,Oregon State,Oakland,CA,37.8044557,-122.2713563,2015,7,248,SEA,DB,Oregon State
Marcus Smith,WDE,2010,593,3,0.8684,Louisville,Columbus,GA,32.4609764,-84.9877094,2014,1,26,PHI,LB,Louisville
Michael Bennett,DT,2011,49,4,0.9736,Ohio State,Dayton,OH,39.7589478,-84.1916069,2015,6,180,JAX,DT,Ohio State
Stedman Bailey,WR,2009,355,3,0.8875,West Virginia,Hollywood,FL,26.0112014,-80.1494901,2013,3,92,STL,WR,West Virginia
Cedric Thompson,CB,2011,2153,2,0.7444,Minnesota,Calipatria,CA,33.1439205,-115.5494557,2015,5,150,MIA,FS,Minnesota
T.J. Jones,WR,2010,87,4,0.9591,Notre Dame,Gainesville,GA,34.2978794,-83.8240663,2014,6,189,DET,WR,Notre Dame
Oday Aboushi,OT,2009,568,3,0.8694,Virginia,Brooklyn,NY,40.6501038,-73.9495823,2013,5,141,NYJ,T,Virginia
Justin Gilbert,ATH,2010,251,4,0.9059,Oklahoma State,Huntsville,TX,30.7235263,-95.5507771,2014,1,8,CLE,DB,Oklahoma State
Marvin Jones,WR,2008,182,4,0.9202,California,Rancho Cucamonga,CA,34.1033192,-117.5751735,2012,5,166,CIN,WR,California
Chris Carter,OLB,2007,848,3,0.8333,Fresno State,Fontana,CA,34.0922335,-117.435048,2011,5,162,PIT,LB,Fresno State
Chris Smith,WDE,2010,641,3,0.8655,Arkansas,Mount Ulla,NC,35.6584725,-80.7267361,2014,5,159,JAX,DE,Arkansas
Chris Givens,RB,2008,1272,3,0.8111,Wake Forest,Wylie,TX,33.0151201,-96.5388789,2012,4,96,STL,WR,Wake Forest
Kyle Fuller,CB,2010,1072,3,0.851,Virginia Tech,Baltimore,MD,39.2908816,-76.610759,2014,1,14,CHI,DB,Virginia Tech
Brandon Thomas,OT,2009,250,4,0.903,Clemson,Roebuck,SC,34.8795683,-81.9662139,2014,3,100,SFO,OL,Clemson
Devin Smith,WR,2011,286,3,0.8895,Ohio State,Massillon,OH,40.7967244,-81.5215093,2015,2,37,NYJ,WR,Ohio State
Jordan Hicks,OLB,2010,7,5,0.9962,Texas,West Chester,OH,40.2336795,-81.3442776,2015,3,84,PHI,OLB,Texas
Austin Johnson,DT,2012,991,3,0.8422,Penn State,Richland,NJ,39.4917828,-74.8707243,2016,2,43,TEN,NT,Penn State
Brandon Thompson,DT,2008,61,4,0.9713,Clemson,Thomasville,GA,30.8365815,-83.9787808,2012,3,93,CIN,DT,Clemson
Sean Porter,OLB,2009,955,3,0.8505,Texas A&M,Schertz,TX,29.5641617,-98.2695702,2013,4,118,CIN,LB,Texas A&M
Ryan Griffin,TE,2008,1666,2,0.7667,Connecticut,Londonderry,NH,42.8650869,-71.3739532,2013,6,201,HOU,TE,Connecticut
Chris Thompson,RB,2009,179,4,0.9197,Florida State,Greenville,FL,30.4694812,-83.6299688,2013,5,154,WAS,RB,Florida State
Malcolm Johnson,WR,2010,691,3,0.8653,Mississippi State,Tuscaloosa,AL,33.2668398,-87.4862182,2015,6,195,CLE,TE,Mississippi State
Duke Williams,ATH,2009,1700,2,0.7889,Nevada,Reno,NV,39.52927,-119.8136744,2013,4,105,BUF,DB,Nevada
Tyler Wilson,PRO,2008,127,4,0.9366,Arkansas,Greenwood,AR,35.2156489,-94.2557663,2013,4,112,OAK,QB,Arkansas
Kenny Bell,ATH,2010,568,3,0.8701,Nebraska,Boulder,CO,40.0149856,-105.2705456,2015,5,162,TAM,WR,Nebraska
Devin Taylor,WDE,2008,1139,3,0.8188,South Carolina,Beaufort,SC,32.4315813,-80.6698286,2013,4,132,DET,DE,South Carolina
Trevardo Williams,SDE,2009,1656,3,0.8,Connecticut,New Milford,CT,41.5867418,-73.41176538,2013,4,124,HOU,DE,Connecticut
Kevin Pierre-Louis,OLB,2010,245,4,0.9101,Boston College,Stamford,CT,41.0534302,-73.5387341,2014,4,132,SEA,LB,Boston College
Corey Robinson,OT,2010,1631,3,0.8227,South Carolina,Havelock,NC,34.8785,-76.9014457,2015,7,240,DET,T,South Carolina
